Q2.4,automation_style_42,Industrial Developer,something that give me feedback on the quality of my code.
Q2.4,automation_style_43,Industrial Developer,as in the previous answer
Q2.4,automation_style_44,Industrial Developer,"a comprehensive tool highlighting the changes to to perform or the defects introduced in the style, while introducing (or evolving) my patch"
Q2.4,automation_style_45,Industrial Developer,"I think style metrics, patterns or antipatterns in the code or in the documentation could be statically studied to determine things
-  to remove or changes (using the notion of antipatterns);
- things to adapt using the notion of patterns;
- detecting things that are inconsistent between documentation and the source code style (this would be really useful in our continuous delivery pipeline)"
Q2.4,automation_style_46,CS Student,not sure about it.
Q2.4,automation_style_47,Open Source Developer,not sure about this.
Q2.4,automation_style_48,Industrial Developer,"automation on detecting and fixing recurrent and relevant style issues
for my organization"
Q2.4,automation_style_49,Industrial Developer,  in all elements of the taxonomy
Q2.4,automation_style_50,Industrial Developer,NA
Q2.4,automation_style_51,Open Source Developer,do not know/do not want to say
Q2.4,automation_style_52,Industrial Developer,there are tools like check styles and pmd for java
Q2.5,automation_structure_1,Industrial Developer,"- medium term: provide statistics over code review changeset -> findings pairs to identify and track the main issues any given team has, finding recurring issues to improve on etc.
- in the longer term: every code review input and result should be fed into a machine learning system (neural networks, deep learning), in order to train it to detect a lot of the recurring issues within a given team."
Q2.5,automation_structure_2,Other Occupation,"I really do not understand the question; what do you mean by ""what kind of automation""? Sorry that I cannot be of any help here"
Q2.5,automation_structure_3,Industrial Developer,"Add missing modifiers like: static, final, public, private, etc.
Correct the case in names (camelCase, underscore_case)"
Q2.5,automation_structure_4,Other Occupation,Full
Q2.5,automation_structure_5,Senior Researcher,"In this case, the tool should assist the developers without automatically performing the changes."
Q2.5,automation_structure_6,CS Student,hint for code duplication
Q2.5,automation_structure_7,CS Student,"Naming, code flow, unused code detection, ..."
Q2.5,automation_structure_8,Open Source Developer,"Pattern detection with suggestion ->e.g. I see you build something which would be smart to structure in a factory pattern -> here my suggestion for it..

That would be really hard though to realise I guess, but cool"
Q2.5,automation_structure_9,Senior Researcher,automatic re-modularization tools
Q2.5,automation_structure_10,Senior Researcher,"structure: it would be also interesting to get feedback 
- on the introduced  duplicated-dead code, 
- test/code smells (bad design choices) added and/or overal test/code quality and readability in general. 
etc.

Maybe this could be done by analyzing code changes?"
Q2.5,automation_structure_11,Industrial Developer,"This is an incredibly difficult task (for C++).  There have been some attempts to create tools that could help you with being coherent to the C++ Core Guidelines (as well as modernize your code base), e.g. Cevelop that has been developed at HSR Rapperswil. Unfortunately, it works with Eclipse and based on the last Twitter poll it appears that few people are using it (because of Eclipse). "
Q2.5,automation_structure_12,Industrial Developer,"I suppose automation could, for example, warn about long methods, but I can't picture how to build a model for local convention ('Testing') or architect taste ('New Functionality')."
Q2.5,automation_structure_13,Other Occupation,Something aimed to propose a kind of refactoring of the actual code base
Q2.5,automation_structure_14,Senior Researcher,"Again I think I would expect a bit of everything. Although probably in the format of suggestions, for example, learning from past data and providing suggestions in the future? 

For example when I am about to commit class A, some features of class A (according to past data) indicates that class A should be moved to package B"
Q2.5,automation_structure_15,Industrial Developer,code coulping
Q2.5,automation_structure_16,CS Student,"Semantic dead code, semantic deduplication; more changes often require thorough review though"
Q2.5,automation_structure_17,CS Student,"highlight dead code, unreachable code, etc. suggest refactoring options (new functions or classes), suggest code that can be removed because of duplicates..."
Q2.5,automation_structure_18,Senior Researcher,None. Sorry. :)
Q2.5,automation_structure_19,Other Occupation,New functionality because is the harder thing to improve for the developers; most of the other branches of the taxonomy might be also supported by IDEs
Q2.5,automation_structure_20,Industrial Developer,Maybe refactoring suggestions based on coupling and cohesion metrics
Q2.5,automation_structure_21,Industrial Developer,"In this case, I would like to have a tool suggesting feedback on structural aspects according to any of types of artifacts I have in my patch: documentation, test and production code, etc. Possibly refactoring of tests not based only on coupling concepts but also ""incapsulating"" the need of having separated performance from functional testing and or having tests separated in  a way that they help to test different properties of microservices of cloud applications."
Q2.5,automation_structure_22,Senior Researcher,"as explained before I  I would try to understand which problems are recurrent in code reviews, e.g.,  defining patterns and anti-patterns characterizing the ""Structure issues"", then  defining solutions around it."
Q2.5,automation_structure_23,Senior Researcher,N.A
Q2.5,automation_structure_24,Industrial Developer,"I would expect  static tools profiling my changes my code and providing me feedback encapsulating aspects related to code (and test) structure, coding styles or other aspects. Clearly, even recommendations on the general required changes on a submitted patch would be really useful in my opinion."
Q2.5,automation_structure_25,Senior Researcher,code smell and its score indicating whether it is worthwhile to fix the smell.
Q2.5,automation_structure_26,Senior Researcher,Change function
Q2.5,automation_structure_27,Open Source Developer,"
It would be great to have tools  able to answer the following question automatically:

- did I have introduced imperfections at the level of Architecture patterns. ?

Again, having the location (e.g., the set of files) where the problem was introduced would be relevant too.."
Q2.5,automation_structure_28,Industrial Developer,"Let me say that I would like automated feedback on production and test code for quality issues (e.g.,  structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style and possibly performance issues; Performance and Security issues

From one side code and code changes metrics + code change patters 
would a useful information to study previous changes in the software and its documentation to learn more about upcoming (and recurrent) mistakes.
I would mine this information with some data mining techniques and machine learning to learn these patterns and/or identify some of the problems.
Ont top of this, I think auto-fixing strategies could be envisioned.
"
Q2.5,automation_structure_29,Senior Researcher,Make sure there is no duplicates 
Q2.5,automation_structure_30,Open Source Developer,"Higher level tools like Sonarqube can detect these, but I find them to be less useful than human analysis."
Q2.5,automation_structure_31,Industrial Developer,"Dead code, duplicate code and redundant code."
Q2.5,automation_structure_32,Other Occupation,N
Q2.5,automation_structure_33,Industrial Developer,not sure here we need novel tool :)
Q2.5,automation_structure_34,Industrial Developer,as in the previous case:  some text mining and nlp analysis to detect patterns used o correct mistakes in the structure.
Q2.5,automation_structure_35,Industrial Developer,similar comments as before (detection and auto-fix).
Q2.5,automation_structure_36,Industrial Developer,"i think tools like pmd, checkstyle alread y detect such problems, but are not always so accurate.."
Q2.5,automation_structure_37,Industrial Developer,"i think tools for this already exists, find bugs, pmd , checkstyles.."
Q2.5,automation_structure_38,Industrial Developer,a similar automation written before but based on static analysis.
Q2.5,automation_structure_39,Industrial Developer, autofixes 
Q2.5,automation_structure_40,Industrial Developer,detection of recurrent problems and auto-fixes (or recommendation of potential solutions?)
Q2.5,automation_structure_41,Industrial Developer,Comment's concerning the given example in Solution Approach.
Q2.5,automation_structure_42,Industrial Developer,something that give me feedback on the structure of my documentation.
Q2.5,automation_structure_43,Industrial Developer,as in the previous answer.
Q2.5,automation_structure_44,Industrial Developer,"a comprehensive tool highlighting the changes to to perform or the defects introduced in the structure, while introducing (or evolving) my patch"
Q2.5,automation_structure_45,Industrial Developer,"As wrote before.

As recommendation, I think refactorings in Code reviews should not only consider the degree of cohesion and coupling between classes only, it should also consider the degree of comprehensibility of the test and production code.

Refactoring operations should be recommended in order to simplify the way the logic of the system is implemented (removing too complex branch and conditional statements, etc.). Thus, metrics modelling, readability,  logic and comprehensibility of implemented test and production code is something desirable.

Tool recommenting the files to potentially modify maybe also specifying the specific change to perform. I think this should be possible wish some historical analysis of changes.

Recomending reviewers according to their code ownership, the fact that they introduced previous similar changes (or similar structural or semantic clones).
Having reviwers that have implemented similar stuff would be useful to detect redundant/cloned/useless code to simplify it.

Tool to directly detect redundant/cloned/useless code to simplify it."
Q2.5,automation_structure_46,CS Student,not sure about it.
Q2.5,automation_structure_47,Open Source Developer,not sure about this.
Q2.5,automation_structure_48,Industrial Developer,"automation on detecting and fixing recurrent and relevant structure issues
for my organization"
Q2.5,automation_structure_49,Industrial Developer,  in all elements of the taxonomy
Q2.5,automation_structure_50,Industrial Developer,NA
Q2.5,automation_structure_51,Open Source Developer,do not know/do not want to say
Q2.5,automation_structure_52,Industrial Developer,there are tools like check styles and pmd for java
Q2.6,automation_topics_1,Industrial Developer,
Q2.6,automation_topics_2,Other Occupation,
Q2.6,automation_topics_3,Industrial Developer,
Q2.6,automation_topics_4,Other Occupation,Style and structure 
Q2.6,automation_topics_5,Senior Researcher,All those related to style.
Q2.6,automation_topics_6,CS Student,"common statements like if, for, while, ..."
Q2.6,automation_topics_7,CS Student,Styling and duplicates and naming detection
Q2.6,automation_topics_8,Open Source Developer,Documentation suggestion I see as realiasible
Q2.6,automation_topics_9,Senior Researcher,I did not understand this question
Q2.6,automation_topics_10,Senior Researcher,"Difficult to say, ... style, documentation and structure for sure many. Corrective/Maintenance changes are the more difficult. For these cases (Corrective/Maintenance changes), even just have a predictor of required changes would be fine."
Q2.6,automation_topics_11,Industrial Developer,"Textual Documentation, Logic(Compare), Memory Management, Data and Resource Manipulation, Variable initialization"
Q2.6,automation_topics_12,Industrial Developer,Linters address most of the Style concerns. It seems like Structure/Organization would be the next-most low-hanging fruit. 
Q2.6,automation_topics_13,Other Occupation,Style
Q2.6,automation_topics_14,Senior Researcher,"This question is not very clear. Is there a category called ""Code changes""? I couldn't see it."
Q2.6,automation_topics_15,Industrial Developer,missed property of class in processing
Q2.6,automation_topics_16,CS Student,Style issues
Q2.6,automation_topics_17,CS Student,"Many basic style issues which are not subject to choice or personal taste (e.g. indentation, whitespace usage, brackets, etc.). Structure: Hightlighting dead, duplicate and unreachable code... - maybe even removing it... Logic: Detecting runtime inefficiency (complexity too high maybe...)"
Q2.6,automation_topics_18,Senior Researcher,None. Sorry. :)
Q2.6,automation_topics_19,Other Occupation,Documentation and style
Q2.6,automation_topics_20,Industrial Developer,The style section can be automated. I'm not really sure about the rest
Q2.6,automation_topics_21,Industrial Developer," Think the initial step is detecting the problems/issues considering the changes performed over the time, before or during the code review, then find automation for fix this problem start to be a reasonable direction for most topics :)"
Q2.6,automation_topics_22,Senior Researcher,"most of documentation/style and structure. In limited cases logic (alrogithm/perf.), resources and large defects. Maybe wrong/improper CR, CD, CI configurations? "
Q2.6,automation_topics_23,Senior Researcher,N.A
Q2.6,automation_topics_24,Industrial Developer,"I think every topics that can be quantitatively studied from the history of the project. E.g., recurrent documentation changes, or changes in the coding style would be useful to be collected and used to recommend future changes."
Q2.6,automation_topics_25,Senior Researcher,"all the Styles, code conventions, and code duplication"
Q2.6,automation_topics_26,Senior Researcher,Textual documentation and style
Q2.6,automation_topics_27,Open Source Developer,"I think it is in theory possible to  to automatically answer the questions:  - did I have introduced imperfections at the level of documentation and coding style..? - did I have introduced imperfections at the level of Architecture patterns. ? - did I have introduced imperfections at the level of Error handling and defects? - did I have introduced imperfections at the level of Test coverage and test quality? - did I have added a performance bug in my change? - did I have added a security bug in my change?  I also believe that it would be possible to find out the location (e.g., the set of files) where the problems were introduced."
Q2.6,automation_topics_28,Industrial Developer,"feedback on production and test code for quality issues (e.g.,  structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style . Performance and Security issues are the more difficult to automate I guess, but can we monitor the with performance or security metrics?"
Q2.6,automation_topics_29,Senior Researcher,"Styling, integration problems.   "
Q2.6,automation_topics_30,Open Source Developer,most style and static structure analysis could be
Q2.6,automation_topics_31,Industrial Developer,Finding redundant and duplicate code
Q2.6,automation_topics_32,Other Occupation,N
Q2.6,automation_topics_33,Industrial Developer,"any of: interface, logic, resources, security aspect, feedback on how to improve performance of my code (if possible), quality of test and production code. Important to mention that all of these require new metrics and concepts. I t would be cool to have a tool that detect introduce performance (or test quality) issues during code review and before put the changes in the CD/CI pipeline."
Q2.6,automation_topics_34,Industrial Developer,"logic, tests quality, ASAT configuration, doc, style, structure, performance more difficult is security.."
Q2.6,automation_topics_35,Industrial Developer,I would say most of them.
Q2.6,automation_topics_36,Industrial Developer,"automation should consider more recent concept of CD, CI, and automated testing, summarization techniques, thus providing feedback on: the way a CD/CI pipeline is structured or is efficient, when the test is not of good quality suggest replacement of test suite or test methods. Summarization techniques could be useful to provide all these information in an unified manner."
Q2.6,automation_topics_37,Industrial Developer,"feedback on performance, security, style, documentation. Logic is difficult, but could be detected by analyzing both documentationa and code and detecting inconsistencies."
Q2.6,automation_topics_38,Industrial Developer,"I think also on ""resource, and simple defects"" many problems are very recurrent in code review and I think this make it possible to predict or suggest recommendations for them."
Q2.6,automation_topics_39,Industrial Developer,"doc, styl, structure, interface,  resources"
Q2.6,automation_topics_40,Industrial Developer,"most of doc/style/structure/check, etc. detection of recurrent problems and auto-fixes. For testing, as explained before."
Q2.6,automation_topics_41,Industrial Developer,Nameing in documentary
Q2.6,automation_topics_42,Industrial Developer,it depends on the automation we want to implement. Having an automated initial feedback on the quality of the patch would be great. Then semi-automated solutions could be integrated ...
Q2.6,automation_topics_43,Industrial Developer,"performance, gui,  and configuration need still some automated support in code reviews"
Q2.6,automation_topics_44,Industrial Developer,"most of them, the defects are usually less easy to detect (humans are more efficient on this), but tools can at least help on locating it."
Q2.6,automation_topics_45,Industrial Developer,"for sure on style, documentation, structure, logic, other changes, resources, .. "
Q2.6,automation_topics_46,CS Student,most of them I think
Q2.6,automation_topics_47,Open Source Developer,I think in theory all of changes of the taxonomy that are not strictly related to detection of defects
Q2.6,automation_topics_48,Industrial Developer,"most of them but in different ways: (i) some of the could be just recommended to change, while other could be also autofixed, or solutions could be proposed by analysing historical changes and data from repositories (e.g., versioning systems and issue tracking system)."
Q2.6,automation_topics_49,Industrial Developer,  in all elements of the taxonomy
Q2.6,automation_topics_50,Industrial Developer,NA
Q2.6,automation_topics_51,Open Source Developer,do not know/do not want to say
Q2.6,automation_topics_52,Industrial Developer,not sure how to answer this
Q2.7,automation_suggestions_1,Industrial Developer,
Q2.7,automation_suggestions_2,Other Occupation,
Q2.7,automation_suggestions_3,Industrial Developer,
Q2.7,automation_suggestions_4,Other Occupation,Automatic correction and notification 
Q2.7,automation_suggestions_5,Senior Researcher,Automatically fixing the issues before committing.
Q2.7,automation_suggestions_6,CS Student,"detection: regex parsing, fixing: applying correct code structure"
Q2.7,automation_suggestions_7,CS Student,"IntelliJ includes recommendation while programming, something in that style."
Q2.7,automation_suggestions_8,Open Source Developer,"Try to find characteristics e.g. for a method description based on the code itself 
--> can I use method name + parameters + other method and classes called within the method + instantiation + .... to predict what that method actually does --> can I generate documentation out of it?"
Q2.7,automation_suggestions_9,Senior Researcher,I did not understand the previous question
Q2.7,automation_suggestions_10,Senior Researcher,I basically explained it in the survey :)
Q2.7,automation_suggestions_11,Industrial Developer,"These kind of tools already exist, but are not necessarily integrated with the commonly used IDEs (e.g. valgrind for memory checks). For other things (initialization, undefined behavior, logic compare) I would prefer to rely on the compiler. For textual documentation, I would like the IDE to handle the naming."
Q2.7,automation_suggestions_12,Industrial Developer,"As alluded to above, existing variables, statements, and functions could be used as models when reviewing new code."
Q2.7,automation_suggestions_13,Other Occupation,Look at the answer given to the Style issues comment. try to automatically apply basic fix aimed to change the style like add whitespace or remove blank lines
Q2.7,automation_suggestions_14,Senior Researcher,"Considering the topics ""Solution Approach"" and ""Organization"", I would first check the literature for each Detailed Change to understand the ""State of the Art"" of automatic detection for that specific Detailed Change. In this way I would work on automatically detecting each part first and in the end I would have an entire framework (much a like a divide to conquer strategy)."
Q2.7,automation_suggestions_15,Industrial Developer,for example missing an data filed in new and edit forms
Q2.7,automation_suggestions_16,CS Student,Enforce linter rules and propose a pull request with the changes
Q2.7,automation_suggestions_17,CS Student,see as quickly describe after each statement/topic above.
Q2.7,automation_suggestions_18,Senior Researcher,Not applicable.
Q2.7,automation_suggestions_19,Other Occupation,"For documentation and style issue I guess that's a easier to develop an approach. Actually, some of them already implement things like renaming of variables, generation of comments and so on. Regarding the style, somethings very simple like regex might be sufficient"
Q2.7,automation_suggestions_20,Industrial Developer,"There are many code checkers out there (FindBugs, ScalaStyle, PMD, ...). Maybe implement an integration with one of these tools during the reviewing process."
Q2.7,automation_suggestions_21,Industrial Developer," As discussed before,  the initial step is detecting the problems/issues considering the changes performed over the time, before or during the code review, then find automation for fix the problems start to be a reasonable/easier thing to do in most topics :)"
Q2.7,automation_suggestions_22,Senior Researcher," I would try to understand which problems are recurrent in code reviews, e.g.,  defining patterns and anti-patterns characterizing the ""code review process and collaborations"".  The I would automatically leverage tools for detecting such anti-patterns to highlight potential problems. Many of problems we face during code review are related to the miss match between expectations and outcomes of a code review. Reviewer provide feedback that are not exhaustive or timely reported. This makes often code reviews unproductive. A simple automation toward this direction could be predicting the required code review changes."
Q2.7,automation_suggestions_23,Senior Researcher,N.A
Q2.7,automation_suggestions_24,Industrial Developer,I think I answered this in the previous message (just apply that methodology to other topics in your taxonomy)
Q2.7,automation_suggestions_25,Senior Researcher,"use template or patterns to conduct the auto-correctness. moreover, there are existing code clone detection to this end. however, not all the duplication should be refactored or merged, which brings the challenge for research to locate the merge/refactor-oriented code duplication."
Q2.7,automation_suggestions_26,Senior Researcher,Naming: find the convention used mostly throughout the project and conform the remaining of names with it. Similarly for the rest. Whitespace usage: remove all the unnecessary white space (if there are two spaces between tokens etc).
Q2.7,automation_suggestions_27,Open Source Developer,"Already described, but i think the best idea is to have a look at changes to heterogeneous types of data and recurrent change patterns to provide the automation i have envisioned/mentioned before."
Q2.7,automation_suggestions_28,Industrial Developer,"From one side code and code changes metrics + code change patters 
would a useful information to study previous changes in the software and its documentation to learn more about upcoming (and recurrent) mistakes.
I would mine this information with some data mining techniques and machine learning to learn these patterns and/or identify some of the problems.
Ont top of this, I think auto-fixing strategies could be envisioned."
Q2.7,automation_suggestions_29,Senior Researcher,Manually 
Q2.7,automation_suggestions_30,Open Source Developer,"Running tools that perform this analysis, and present findings in the code review system."
Q2.7,automation_suggestions_31,Industrial Developer,"Static analysis of the code and having a couple of possible solutions to the problem. If a function is duplicated between two classes, that may be intentional to avoid coupling those classes, so we might want to ignore it. But if a function is duplicated within two classes that both inherit from the same parent class than the solution would be to put that function in the parent class."
Q2.7,automation_suggestions_32,Other Occupation,N
Q2.7,automation_suggestions_33,Industrial Developer,"For each problem/issues, I would focus on recurrent and relevant metrics, patterns and anti-patters (in some case NLP patterns, in other based on dynamic and static information) then on solutions  to detect, recommend or auto-fix them. "
Q2.7,automation_suggestions_34,Industrial Developer,"as  previously mentioned:  some text mining and nlp analysis to detect patterns used o correct mistakes in the structure. In other case nlp or test mining would be not enough and some static, dynamic analysis of code under review would be  required (for example for logic and other issues)."
Q2.7,automation_suggestions_35,Industrial Developer,"similar comments as before (detection and auto-fix) with Metrics based on static, dynamic analysis or detection strategies based on some nlp a alysis and similar approaches."
Q2.7,automation_suggestions_36,Industrial Developer,"I would for sure try to learn more about the way people configure CD/CI pipelines, ASATs tools. Automation should consider more recent concept of CD, CI, and automated testing, summarization techniques, thus providing feedback on: the way a CD/CI pipeline is structured or is efficient, when the test is not of good quality suggest replacement of test suite or test methods. Metrics, dynamic/performance/static analysis, summarization techniques could be useful to provide all these information in an unified manner."
Q2.7,automation_suggestions_37,Industrial Developer,I would define lightweight (not expensive metrics to compute) metrics to measure of detect  the issues.
Q2.7,automation_suggestions_38,Industrial Developer,"empirical analysis, usage of nlp, static analysis, dynamic analysis,  definition of new metrics, studying recurrent patterns on how to model, detect and propose fixes for doc, style structure, resource, large defects.  - Then the developers can keep the solutions they prefer."
Q2.7,automation_suggestions_39,Industrial Developer,"I would try to analyze code and other changes from the history of the project, detecting, metrics patterns, anti-patterns, thus predicting required changes, or recommending solution when possible."
Q2.7,automation_suggestions_40,Industrial Developer,"Recommendation of potential solutions: something that leverage automatic test cases generation strategies to produce better tests, or provide replacement for tests submitted for review or providing feedback on the quality of my test code. For other problems: detection of recurrent problems and auto-fixes (or recommendation of potential solutions?)."
Q2.7,automation_suggestions_41,Industrial Developer,Regex through code.
Q2.7,automation_suggestions_42,Industrial Developer,"As mentioned before, something that give me feedback on what improve in the artefact composing my patch, like an automated CodeReviewDoctor analyzing my patch and providing feedback on the status of the patch itself and what to change of it. This by analyzing the introduced changes, added files, etc.
- A fully automated solution should provide feedback on the change to perform,
- then a semi-automated approach should be enacted on top of the CodeReviewDoctor or CodeReviewChangeDetector,  something like a CodeReviewChangeGenerator that provide potential solution to integrate in the current patch."
Q2.7,automation_suggestions_43,Industrial Developer,"for example lightweight metrics highlighting whether my code introduced performance issues., or recurrent issues in configuration files."
Q2.7,automation_suggestions_44,Industrial Developer,"build a comprehensive tool highlighting the changes to perform or the defects introduced in the documentation, while introducing (or evolving) my patch. This would require a tool analysing the code and other software artifacts changes from the first version of the patch and over the time, until the patch is ready to be submitted to the master repository. The tools should monitor  specific and evolving characteristics of the patch providing feedback on what improved over the time and what do not. Metrics based on code change analysis would be one solutions, but they should be provided in an unified manner."
Q2.7,automation_suggestions_45,Industrial Developer,"I think I have explained a bit how I would approach this. I would use the notion of patterns, antipatterns to also fix/handle problems on resource consumption of my code, something not available in code review practices."
Q2.7,automation_suggestions_46,CS Student,not sure about it.
Q2.7,automation_suggestions_47,Open Source Developer,"on the configuration level would be great to have tool suggesting
what to change over the time. For example when configuring a CD and CI pipelines, what i need to change to improve the overall developers productivity and development process. We would need metrics measuring the efficiency of a CD/CI pipeline and then understand which configuration and/or steps of the pipeline could be optimized at the configuration level. "
Q2.7,automation_suggestions_48,Industrial Developer,I think i have discussed it already in previous questions.
Q2.7,automation_suggestions_49,Industrial Developer,  in all elements of the taxonomy
Q2.7,automation_suggestions_50,Industrial Developer,NA
Q2.7,automation_suggestions_51,Open Source Developer,do not know/do not want to say
Q2.7,automation_suggestions_52,Industrial Developer,not sure how to answer this
